Interaction;Value;Percentage_Contribution
bearish_bigStand_abs_diff_abv <-> bearish_extrem_dsc_ratio_extrem;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> extrem_asc_ratio_bearish_extrem;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> count_AbvBlw_asym_ratio;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> count_abv_tot_ratio;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> atr;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffPriceClosePoc_0_4;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffLowPrice_0_5;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffLowPrice_0_4;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffLowPrice_0_3;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffLowPrice_0_2;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffLowPrice_0_1;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffHighPrice_0_5;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffHighPrice_0_4;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffHighPrice_0_3;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffHighPrice_0_2;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffHighPrice_0_1;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffPriceClosePoc_0_5;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffPriceClosePoc_0_3;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> vol_volatility_score;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffPriceClosePoc_0_2;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffPriceClosePoc_0_1;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> diffPriceClosePoc_0_0;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> candleSizeTicks;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bullish_combined_pressure;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bearish_combined_pressure;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bullish_market_context_score;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bearish_market_context_score;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bullish_absorption_score;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> bearish_absorption_score;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> price_volume_dynamic;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> diffPriceClosePoc_0_3;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> diffPriceClosePoc_0_1;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_bigStand_abs_diff_blw;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_market_context_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA6PPoc;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> ratio_delta_vol_VA6P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> perct_VA6P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> perctBB;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bandWidthBB;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> atr;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceCloseVWAP;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffLowPrice_0_5;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffLowPrice_0_4;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffLowPrice_0_3;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffLowPrice_0_2;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffLowPrice_0_1;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffHighPrice_0_5;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffHighPrice_0_4;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffHighPrice_0_3;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffHighPrice_0_2;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffHighPrice_0_1;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClosePoc_0_5;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClosePoc_0_4;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClosePoc_0_3;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClosePoc_0_2;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClosePoc_0_1;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClosePoc_0_0;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> candleSizeTicks;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_combined_pressure;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA6PvaH;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA6PvaL;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> perct_VA11P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> range_strength_10_32;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> market_regimeADX;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> poc_diff_11P_21P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> poc_diff_6P_21P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> poc_diff_6P_16P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> poc_diff_ratio_6P_11P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> poc_diff_6P_11P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> ratio_delta_vol_VA11P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA21PvaH;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> ratio_delta_vol_VA21P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> perct_VA21P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA16PvaL;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA16PPoc;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> ratio_delta_vol_VA16P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> perct_VA16P;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffPriceClose_VA11PPoc;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_combined_pressure;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_absorption_score;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> diffPriceClosePoc_0_0;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_absorption_score;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_imbalance_evolution;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_dsc_dynamics;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_asc_dynamics;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_asc_dsc_ratio;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_dsc_dynamics;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_big_trade_ratio2_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> price_volume_dynamic;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> vol_volatility_score;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> count_abv_tot_ratio;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> count_blw_tot_ratio;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> count_AbvBlw_asym_ratio;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_big_trade_ratio2_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_absorption_ratio;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_absorption_ratio;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_asc_dsc_comparison_bullish_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_ask_bid_imbalance_bullish;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_zone_significance_bullish_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_dsc_ratio_bullish_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_asc_ratio_bullish_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_asc_dsc_comparison_bearish_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_ask_bid_imbalance_bearish_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_zone_significance_bearish_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bearish_extrem_dsc_ratio_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> extrem_asc_ratio_bearish_extrem;0.0000;0.0000
bearish_askBigStand_abs_ratio_abv <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> range_strength_5_23;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> is_in_range_10_32;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> is_in_range_5_23;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_reversal_force;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_zone_significance_bearish_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_extrem_dsc_ratio_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_asc_ratio_bearish_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_imbalance_evolution;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_dsc_dynamics;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_asc_dynamics;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_asc_dsc_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_dsc_dynamics;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_ask_bid_imbalance_bearish_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_asc_dsc_comparison_bearish_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_asc_ratio_bullish_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> count_AbvBlw_asym_ratio;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> candleSizeTicks;0.0000;0.0000
bearish_bigStand_abs_diff_abv <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_combined_pressure;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_combined_pressure;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_market_context_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_market_context_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_absorption_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_absorption_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> price_volume_dynamic;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> vol_volatility_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> count_abv_tot_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> count_blw_tot_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_dsc_ratio_bullish_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_big_trade_ratio2_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_big_trade_ratio2_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_absorption_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_absorption_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_asc_dsc_comparison_bullish_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_ask_bid_imbalance_bullish;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> extrem_zone_significance_bullish_extrem;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> VolCandleMeanxRatio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bull_imbalance_low_2;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bull_imbalance_low_1;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_imnbScore_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_bid_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_ask_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_imnbScore_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_bid_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_ask_score;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_bid_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_ask_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_bid_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_ask_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> asymetrie_volume;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bull_imbalance_high_0;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> VolBlw_vol_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> VolAbv_vol_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> pocDeltaPocVolRatio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> VolPocVolCandleRatio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> cumDiffVolDeltaRatio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> ratioDeltaAbv;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> ratioDeltaBlw;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_ask_bid_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_ask_bid_ratio;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_reversal_force;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bull_imbalance_low_3;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bull_imbalance_high_1;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_ask_abs_ratio_blw;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_bigStand_abs_diff_blw;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_bidBigStand_abs_ratio_blw;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_askBigStand_abs_ratio_blw;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_askBigStand_abs_ratio_abv;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_abs_diff_blw;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bullish_bid_abs_ratio_blw;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_abs_diff_abv;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bull_imbalance_high_2;0.0000;0.0000
bearish_bidBigStand_abs_ratio_abv <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> bullish_bid_score;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> bullish_imnbScore_score;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> bull_imbalance_low_1;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> perct_VA16P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bullish_reversal_force;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bearish_reversal_force;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> is_in_range_5_23;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> is_in_range_10_32;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> range_strength_5_23;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> range_strength_10_32;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> market_regimeADX;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> poc_diff_ratio_11P_21P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> poc_diff_11P_21P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> poc_diff_6P_21P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> poc_diff_6P_16P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> poc_diff_ratio_6P_11P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> poc_diff_6P_11P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffPriceClose_VA21PvaH;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> ratio_delta_vol_VA21P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> perct_VA21P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffPriceClose_VA16PvaL;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffPriceClose_VA16PPoc;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bearish_ask_bid_ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bullish_ask_bid_ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> ratioDeltaBlw;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bearish_ask_score;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bull_imbalance_high_2;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bull_imbalance_high_1;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bull_imbalance_high_0;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bull_imbalance_low_3;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bull_imbalance_low_2;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bull_imbalance_low_1;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bullish_imnbScore_score;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bullish_bid_score;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bullish_ask_score;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bearish_imnbScore_score;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bearish_bid_score;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bullish_bid_ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> ratioDeltaAbv;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bullish_ask_ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bearish_bid_ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> bearish_ask_ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> VolCandleMeanxRatio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> asymetrie_volume;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> VolBlw_vol_ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> VolAbv_vol_ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> pocDeltaPocVolRatio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> VolPocVolCandleRatio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> cumDiffVolDeltaRatio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> ratio_delta_vol_VA16P;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bullish_askBigStand_abs_ratio_blw <-> bull_imbalance_low_2;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_bigStand_abs_diff_blw <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bullish_bidBigStand_abs_ratio_blw <-> bullish_combined_pressure;0.0000;0.0000
bullish_bidBigStand_abs_ratio_blw <-> bearish_combined_pressure;0.0000;0.0000
bullish_bidBigStand_abs_ratio_blw <-> bullish_market_context_score;0.0000;0.0000
bullish_bidBigStand_abs_ratio_blw <-> bearish_market_context_score;0.0000;0.0000
bullish_bidBigStand_abs_ratio_blw <-> bullish_absorption_score;0.0000;0.0000
bullish_bidBigStand_abs_ratio_blw <-> bearish_absorption_score;0.0000;0.0000
bullish_bidBigStand_abs_ratio_blw <-> price_volume_dynamic;0.0000;0.0000
